ID,Rank,Name,GENDER,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,card
209027,12754,Ahmed Al Kassar,M,63,62,63,55,65,40,62,40,41,18,15,41,20,11,19,15,46,15,23,16,17,19,36,62,59,17,48,20,18,12,14,17,57,35,56,16,GK,3,1,Right,"177cm / 5'10""",72kg / 159lb,,34,Saudi Arabia,ROSHN Saudi League,Al Qadsiah,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ahmed-al-kassar/209027,62,63,55,62,65,https://ratings-images-prod.pulse.ea.com/FC26/components/items/209027_en.webp
215581,12755,Jakub Łukowski,M,63,77,59,58,64,32,57,75,79,62,57,61,59,50,66,57,59,53,60,58,53,61,79,85,61,60,60,47,50,25,25,24,62,68,55,48,LM,3,3,Right,"172cm / 5'8""",67kg / 148lb,"['RM', 'LW']",29,Poland,PKO BP Ekstraklasa,GKS Katowice,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jakub-ukowski/215581,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/215581_en.webp
219482,12756,Ryan Fulton,M,63,63,62,63,65,32,62,32,31,5,18,47,13,10,23,14,40,11,25,30,15,16,40,40,58,22,41,12,14,19,15,14,50,24,52,39,GK,3,1,Left,"191cm / 6'3""",70kg / 154lb,,29,Scotland,Scottish Prem,Hearts,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ryan-fulton/219482,63,62,63,62,65,https://ratings-images-prod.pulse.ea.com/FC26/components/items/219482_en.webp
222503,12757,Harry Isted,M,63,63,62,63,63,35,61,35,36,9,14,47,19,17,31,16,24,14,24,22,13,16,34,41,58,19,38,11,18,12,14,18,43,25,37,18,GK,3,1,Right,"186cm / 6'1""",74kg / 163lb,,29,England,EFL League One,Burton Albion,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/harry-isted/222503,63,62,63,61,63,https://ratings-images-prod.pulse.ea.com/FC26/components/items/222503_en.webp
231190,12758,Carl Johansson,M,63,70,56,60,63,42,56,71,69,62,61,45,59,44,39,62,62,43,61,57,56,60,72,80,59,62,58,43,42,43,39,41,55,73,56,33,RW,2,3,Right,"173cm / 5'8""",64kg / 141lb,"['CM', 'RM']",27,Sweden,Allsvenskan,IFK Värnamo,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/carl-johansson/231190,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/231190_en.webp
235573,12759,Marcus Godinho,M,63,73,31,55,67,57,64,72,73,56,29,28,29,27,40,58,56,30,58,53,47,68,71,73,60,67,54,59,41,58,59,59,60,65,69,51,LB,3,3,Right,"178cm / 5'10""",77kg / 170lb,"['RB', 'LM']",28,Canada,Allsvenskan,Degerfors IF,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marcus-godinho/235573,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/235573_en.webp
236626,12760,John Koutroumbis,M,63,73,31,52,57,60,74,74,73,50,28,37,26,22,36,48,49,32,58,56,41,54,71,67,58,55,61,61,55,60,62,60,77,77,78,58,RB,3,2,Right,"183cm / 6'0""",73kg / 161lb,['CB'],28,Australia,Scottish Prem,Motherwell,"['Anticipate', 'Jockey']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/john-koutroumbis/236626,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/236626_en.webp
239453,12761,Steve Furtado,M,63,66,45,59,61,58,58,64,68,42,42,48,48,50,48,63,55,53,62,52,58,60,63,61,60,62,52,58,45,58,60,62,55,65,58,48,RB,3,2,Right,"178cm / 5'10""",72kg / 159lb,['RM'],31,Cape Verde Islands,SUPERLIGA,Farul Constanța,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/steve-furtado/239453,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/239453_en.webp
255812,12762,Johan Lara,M,63,63,62,62,63,34,63,34,34,6,8,47,10,8,13,13,35,13,30,21,15,6,32,48,53,18,35,10,12,9,13,14,42,31,40,24,GK,2,1,Right,"187cm / 6'2""",82kg / 181lb,,27,Ecuador,Sudamericana,U. Católica,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/johan-lara/255812,63,62,62,63,63,https://ratings-images-prod.pulse.ea.com/FC26/components/items/255812_en.webp
262483,12763,Esteban Orozco,M,63,74,40,45,52,61,75,72,75,41,33,58,40,34,40,45,41,38,48,46,40,48,67,57,62,52,46,61,60,61,62,61,79,70,76,76,CB,3,2,Right,"186cm / 6'1""",82kg / 181lb,,27,Equatorial Guinea,SUPERLIGA,FC Argeș,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/esteban-orozco/262483,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/262483_en.webp
275024,12764,Justin Kalumba,M,63,66,50,61,67,49,54,70,63,56,51,48,49,48,49,64,55,52,66,59,57,67,74,64,55,67,61,51,49,47,51,44,54,53,52,58,LM,2,3,Left,"182cm / 6'0""",75kg / 165lb,"['LB', 'RM', 'LW']",21,France,Ligue 1 McDonald's,Angers SCO,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/justin-kalumba/275024,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275024_en.webp
278413,12765,Francisco Facello,M,63,73,40,51,61,57,65,73,73,52,38,45,42,30,36,62,45,34,55,41,43,59,76,71,56,61,51,53,48,56,61,63,64,70,64,60,RB,3,2,Right,"170cm / 5'7""",70kg / 154lb,['RM'],23,Argentina,LPF,Godoy Cruz,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/francisco-facello/278413,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/278413_en.webp
71218,12766,Nikola Petković,M,63,54,50,60,62,61,59,52,55,50,58,48,40,38,39,55,54,40,68,65,53,60,65,58,54,67,55,59,55,63,63,59,58,57,59,60,CDM,3,2,Right,"182cm / 6'0""",74kg / 163lb,"['CAM', 'CM']",23,Serbia,MLS,Charlotte FC,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nikola-petkovic/71218,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/71218_en.webp
74460,12767,Ayoub Oufkir,M,63,78,57,60,67,37,47,80,77,55,56,63,59,46,56,59,65,40,58,60,70,66,73,81,48,68,56,33,34,36,41,40,50,48,47,43,RM,3,3,Left,"170cm / 5'7""",66kg / 146lb,['RW'],20,Holland,Eredivisie,Sparta Rotterdam,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ayoub-oufkir/74460,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/74460_en.webp
74476,12768,Stefan Džodić,M,63,65,36,51,55,64,75,63,67,37,33,47,31,27,41,42,43,35,62,57,38,54,52,51,60,58,54,60,64,63,68,65,78,70,83,62,CDM,2,2,Right,"190cm / 6'3""",80kg / 176lb,"['CB', 'CM']",21,Serbia,LALIGA HYPERMOTION,UD Almería,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/stefan-dzodic/74476,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/74476_en.webp
74953,12769,Cezary Polak,M,63,74,39,51,59,60,63,72,75,48,36,44,41,33,41,57,38,42,57,51,42,57,68,57,57,62,54,58,57,60,62,60,70,66,66,51,LB,3,2,Left,"184cm / 6'0""",79kg / 174lb,['LM'],22,Poland,PKO BP Ekstraklasa,Jagiellonia,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cezary-polak/74953,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/74953_en.webp
79916,12770,Christos Kosidis,M,63,67,38,57,53,62,69,65,68,48,39,36,35,31,39,55,69,35,61,50,31,51,61,58,58,50,59,64,62,63,61,62,70,68,70,66,CB,2,2,Right,"185cm / 6'1""",76kg / 168lb,['RB'],21,Greece,Hellas Liga,AEK Athens,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/christos-kosidis/79916,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/79916_en.webp
210205,12771,Dion Malone,M,63,59,43,54,57,61,72,56,62,42,30,66,56,30,33,56,44,37,61,58,42,58,50,49,61,60,55,60,58,60,63,61,68,63,75,75,CB,3,2,Right,"185cm / 6'1""",85kg / 187lb,,37,Suriname,Eredivisie,SC Telstar,['Slide Tackle'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dion-malone/210205,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/210205_en.webp
240285,12772,Tobias Børkeeiet,M,63,48,50,57,57,62,72,52,45,55,45,60,53,48,45,49,55,46,64,58,52,51,58,66,58,62,64,61,56,63,63,60,68,71,76,62,CDM,3,2,Right,"188cm / 6'2""",81kg / 179lb,"['CB', 'CM']",26,Norway,Ö. Bundesliga,SK Rapid,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tobias-b-rkeeiet/240285,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/240285_en.webp
243378,12773,Manuel Wintzheimer,M,63,62,63,61,65,27,68,71,54,62,62,67,61,60,58,60,64,52,63,57,52,63,73,71,63,65,55,21,63,23,27,17,74,70,70,57,ST,5,2,Right,"180cm / 5'11""",78kg / 172lb,"['LW', 'LM']",27,Germany,3. Liga,FC Schweinfurt 05,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/manuel-wintzheimer/243378,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/243378_en.webp
252754,12774,Josh Honohan,M,63,69,40,48,56,62,71,70,69,50,38,39,50,21,36,46,48,38,51,46,41,60,52,66,56,51,52,61,63,63,62,60,75,68,72,70,CB,3,2,Right,"178cm / 5'10""",68kg / 150lb,"['LB', 'LM']",25,Republic of Ireland,SSE Airtricity PD,Shamrock Rovers,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/josh-honohan/252754,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/252754_en.webp
253955,12775,Han Jiaqi,M,63,63,63,60,63,34,63,35,33,8,7,45,5,15,11,10,57,10,33,27,30,22,33,55,58,25,37,22,17,20,20,21,60,31,67,34,GK,3,1,Right,"185cm / 6'1""",75kg / 165lb,,26,China PR,CSL,Beijing FC,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/han-jiaqi/253955,63,63,60,63,63,https://ratings-images-prod.pulse.ea.com/FC26/components/items/253955_en.webp
255312,12776,Scott Banks,M,63,76,60,59,63,32,56,76,76,58,58,62,65,48,61,59,58,68,59,54,63,64,65,68,55,62,57,26,49,29,33,30,63,67,58,34,RM,4,3,Left,"183cm / 6'0""",74kg / 163lb,['RW'],24,Scotland,EFL League One,Blackpool,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/scott-banks/255312,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/255312_en.webp
259973,12777,Pietro Boer,M,63,64,64,61,68,29,60,33,24,4,6,46,7,5,12,12,30,12,19,24,10,5,22,27,51,17,28,14,13,7,11,11,57,24,63,19,GK,2,1,Right,"193cm / 6'4""",80kg / 176lb,,23,Italy,Serie BKT,SS Juve Stabia,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pietro-boer/259973,64,64,61,60,68,https://ratings-images-prod.pulse.ea.com/FC26/components/items/259973_en.webp
262537,12778,Sofus Berger,M,63,72,52,59,66,49,48,73,72,61,53,57,47,44,42,48,63,40,67,58,55,63,80,75,58,65,62,48,37,47,54,50,47,50,47,46,CAM,3,3,Right,"175cm / 5'9""",65kg / 143lb,"['CM', 'RW']",22,Denmark,3F Superliga,Silkeborg IF,['Technical'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sofus-berger/262537,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/262537_en.webp
262933,12779,Luis Görlich,M,63,70,40,54,58,57,67,71,70,44,35,48,39,42,47,60,50,32,59,52,48,56,71,67,59,57,53,57,54,56,60,58,60,72,69,55,RB,3,2,Right,"181cm / 5'11""",76kg / 168lb,['RM'],26,Germany,3. Liga,SSV Ulm 1846,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luis-gorlich/262933,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/262933_en.webp
263689,12780,Agustín Lastra,M,63,70,64,67,63,27,55,25,29,7,5,50,9,9,12,11,32,11,23,18,13,15,33,28,53,21,38,12,13,9,12,14,54,23,63,28,GK,2,1,Right,"194cm / 6'4""",83kg / 183lb,,25,Argentina,LPF,Ind. Rivadavia,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/agustin-lastra/263689,70,64,67,55,63,https://ratings-images-prod.pulse.ea.com/FC26/components/items/263689_en.webp
264269,12781,Aaron Donnelly,M,63,65,40,54,61,64,62,67,63,42,30,66,38,27,41,55,42,37,61,58,48,59,67,67,62,61,55,65,67,63,64,61,67,70,58,63,CB,2,2,Left,"185cm / 6'1""",80kg / 176lb,,22,Northern Ireland,Scottish Prem,Dundee FC,"['Block', 'Long Throw']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aaron-donnelly/264269,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264269_en.webp
271459,12782,Víctor Aznar,M,63,63,61,63,66,29,64,30,28,6,7,47,5,11,20,13,39,13,35,28,14,14,35,45,49,18,31,15,19,7,18,22,60,27,70,26,GK,2,1,Right,"189cm / 6'2""",82kg / 181lb,,23,Brazil,LALIGA HYPERMOTION,Cádiz CF,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/victor-aznar/271459,63,61,63,64,66,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271459_en.webp
271583,12783,Giovanni Garofani,M,63,66,65,58,65,34,58,35,32,6,6,44,6,6,15,12,30,11,25,22,14,14,33,36,48,19,31,7,12,6,13,10,57,28,63,16,GK,3,1,Left,"188cm / 6'2""",82kg / 181lb,,23,Italy,Serie BKT,Carrarese Calcio,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/giovanni-garofani/271583,66,65,58,58,65,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271583_en.webp
272930,12784,Samuel Kotto,M,63,70,35,52,53,57,79,68,71,29,27,54,34,32,43,53,35,35,63,58,37,51,65,47,54,54,44,56,60,55,59,56,79,65,85,80,CB,2,2,Left,"190cm / 6'3""",84kg / 185lb,,22,Cameroon,1A Pro League,KAA Gent,['Slide Tackle'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/samuel-kotto/272930,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272930_en.webp
273950,12785,Marcus Baggesen,M,63,75,32,58,63,57,61,74,75,52,36,23,28,23,31,63,54,32,62,58,45,60,71,70,57,66,58,60,42,58,58,55,58,69,60,55,LB,3,3,Left,"177cm / 5'10""",70kg / 154lb,['LM'],22,Denmark,Allsvenskan,IFK Norrköping,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marcus-baggesen/273950,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/273950_en.webp
275251,12786,Mauricio Cuevas,M,63,72,42,59,67,59,47,75,70,60,43,44,37,24,41,60,59,39,63,59,48,68,69,79,54,67,58,57,48,60,62,60,47,62,35,58,RB,2,2,Right,"170cm / 5'7""",70kg / 154lb,['RM'],23,United States,MLS,LA Galaxy,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mauricio-cuevas/275251,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275251_en.webp
276346,12787,Mason Melia,M,63,76,62,53,63,26,66,74,77,65,62,63,61,52,63,51,54,55,56,43,56,64,67,59,54,63,64,24,57,22,21,25,71,70,67,56,ST,4,2,Right,"186cm / 6'1""",78kg / 172lb,,18,Republic of Ireland,SSE Airtricity PD,St. Pats,['Precision Header'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mason-melia/276346,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/276346_en.webp
277836,12788,Lucas Meuli,M,63,68,59,63,63,35,58,37,33,7,9,47,8,9,22,20,32,10,26,23,31,27,45,48,58,31,35,10,20,9,21,23,54,31,53,30,GK,3,1,Left,"185cm / 6'1""",71kg / 157lb,,24,Argentina,LPF,Unión,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lucas-meuli/277836,68,59,63,58,63,https://ratings-images-prod.pulse.ea.com/FC26/components/items/277836_en.webp
71778,12789,Rayan Bamba,M,63,73,42,52,56,60,62,71,74,47,35,55,47,35,35,56,39,35,61,49,48,56,60,62,56,53,51,63,57,55,63,59,68,68,60,57,RB,3,2,Right,"185cm / 6'1""",75kg / 165lb,['RM'],21,France,Ligue 2 BKT,AS Nancy Lorraine,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rayan-bamba/71778,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/71778_en.webp
72250,12790,Abdoul Koné,M,63,55,43,56,59,64,68,50,59,47,42,49,41,39,44,59,51,38,62,53,45,57,57,47,62,62,62,63,62,61,67,63,71,49,78,64,RB,3,2,Right,"191cm / 6'3""",80kg / 176lb,"['CB', 'RM']",20,France,Ligue 2 BKT,Stade de Reims,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/abdoul-kone/72250,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/72250_en.webp
72722,12791,Jakob Schöller,M,63,85,29,53,48,62,68,84,86,30,25,41,22,23,42,39,54,28,62,64,25,39,65,58,57,52,56,62,63,61,63,61,84,60,75,57,CB,2,2,Right,"190cm / 6'3""",80kg / 176lb,['RB'],20,Austria,Ö. Bundesliga,SK Rapid,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jakob-scholler/72722,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/72722_en.webp
73008,12792,Max Marie,M,63,69,55,63,67,37,54,68,70,58,59,59,46,45,54,62,65,57,65,61,58,69,72,73,59,65,55,31,42,42,37,30,49,64,54,42,CAM,4,3,Right,"180cm / 5'11""",73kg / 161lb,['CM'],21,Germany,Bundesliga 2,Braunschweig,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/max-marie/73008,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/73008_en.webp
74304,12793,Jérémy Oyono,M,63,68,44,54,58,58,63,66,70,53,42,48,42,34,53,62,42,40,59,52,48,59,61,62,56,57,48,56,51,61,60,58,59,76,57,61,RB,3,2,Right,"178cm / 5'10""",74kg / 163lb,['RM'],24,Gabon,Serie BKT,Frosinone,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jeremy-oyono/74304,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/74304_en.webp
74567,12794,Isaac James,M,63,66,42,50,61,58,68,63,68,48,38,48,42,46,43,66,41,36,53,39,53,63,55,62,62,61,51,59,51,52,65,64,69,56,77,60,LB,2,3,Left,"183cm / 6'0""",75kg / 165lb,['LM'],21,Nigeria,Liga Portugal,FC Alverca,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/isaac-james/74567,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/74567_en.webp
78528,12795,Dawid Gojny,M,63,63,38,60,61,58,65,65,62,53,34,42,35,36,47,61,58,41,62,62,59,59,58,67,64,64,56,58,41,60,59,61,55,75,64,57,LB,2,2,Left,"178cm / 5'10""",77kg / 170lb,['LM'],31,Poland,PKO BP Ekstraklasa,Arka Gdynia,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dawid-gojny/78528,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/78528_en.webp
79058,12796,Yassine Zakir,M,63,68,51,60,63,50,53,69,68,58,51,52,52,38,49,62,62,46,60,59,52,63,69,73,60,62,52,47,49,45,54,58,53,63,50,49,RM,3,3,Right,"175cm / 5'9""",72kg / 159lb,"['LM', 'CAM', 'RB']",29,Holland,SUPERLIGA,FC Metaloglobus,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yassine-zakir/79058,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/79058_en.webp
79330,12797,Phil Beckhoff,M,63,72,63,58,63,32,57,70,74,65,65,64,60,53,53,58,58,50,60,57,57,62,67,74,54,62,58,32,54,26,32,30,63,62,60,40,RW,3,3,Right,"173cm / 5'8""",69kg / 152lb,"['ST', 'CAM', 'RM']",25,Germany,3. Liga,Jahn Regensburg,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/phil-beckhoff/79330,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/79330_en.webp
208063,12798,Ju Se Jong,M,63,40,53,68,61,56,67,39,41,54,44,66,60,47,57,68,67,71,68,69,67,55,71,77,62,61,69,60,41,58,57,55,47,75,68,60,CM,4,3,Right,"176cm / 5'9""",68kg / 150lb,['CDM'],35,Korea Republic,K League 1,Gwangju FC,"['Anticipate', 'Dead Ball', 'Incisive Pass', 'Intercept', 'Long Ball Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ju-se-jong/208063,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/208063_en.webp
213570,12799,Stephen O'Donnell,M,63,58,43,57,57,61,69,61,55,50,40,55,41,29,40,59,50,48,60,60,52,56,57,47,61,60,58,61,56,62,61,60,68,69,72,61,RB,3,2,Right,"188cm / 6'2""",86kg / 190lb,"['RM', 'CB', 'RW']",33,Scotland,Scottish Prem,Motherwell,['Long Throw'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/stephen-o-donnell/213570,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/213570_en.webp
247474,12800,Chase Gasper,M,63,67,34,55,60,60,69,67,67,49,32,37,34,29,34,60,43,21,63,58,56,60,60,65,55,60,60,58,51,60,63,62,68,68,74,60,LB,2,2,Left,"183cm / 6'0""",83kg / 183lb,['LM'],30,United States,MLS,Chicago Fire FC,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/chase-gasper/247474,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/247474_en.webp
252030,12801,Betim Fazliji,M,63,61,41,56,57,62,68,55,66,43,36,53,38,33,46,43,53,42,66,62,41,57,56,56,56,59,55,61,60,63,63,64,68,57,71,74,CDM,2,2,Right,"186cm / 6'1""",81kg / 179lb,"['CB', 'CM']",26,Kosovo,Brack Super League,FC St. Gallen,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/betim-fazliji/252030,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/252030_en.webp
255094,12802,William Álvarez,M,63,64,63,50,63,39,66,67,62,62,67,63,55,61,60,34,50,52,60,53,39,63,68,66,55,64,57,45,62,35,33,38,73,67,72,50,ST,3,2,Right,"181cm / 5'11""",81kg / 179lb,,30,Bolivia,Sudamericana,Nacional Potosí,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/william-alvarez/255094,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/255094_en.webp
257523,12803,Wang Zhen'ao,M,63,78,50,51,62,57,47,75,81,55,49,56,48,47,46,60,52,31,51,42,51,58,80,84,61,62,45,60,38,59,57,59,43,72,40,34,RB,4,2,Right,"175cm / 5'9""",65kg / 143lb,"['LB', 'LM']",26,China PR,CSL,Shanghai Port FC,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/wang-zhen-ao/257523,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/257523_en.webp
258792,12804,George Wickens,M,63,63,63,64,64,30,61,35,22,9,8,48,6,5,15,20,55,10,58,59,12,11,29,25,59,20,31,26,23,20,17,20,53,24,50,31,GK,2,1,Right,"194cm / 6'4""",81kg / 179lb,,24,England,EFL League One,Lincoln City,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/george-wickens/258792,63,63,64,61,64,https://ratings-images-prod.pulse.ea.com/FC26/components/items/258792_en.webp
70049,12805,Kingstone Mutandwa,M,63,73,62,51,65,32,61,75,71,60,62,70,58,58,56,53,52,40,56,40,56,65,72,65,59,64,53,29,59,26,32,28,71,51,64,64,ST,3,3,Right,"180cm / 5'11""",76kg / 168lb,,23,Zambia,Ö. Bundesliga,SV Oberbank Ried,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kingstone-mutandwa/70049,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/70049_en.webp
73933,12806,Federico Artioli,M,63,55,48,59,61,59,62,60,50,37,38,60,61,48,40,44,62,70,64,60,58,53,67,67,57,70,60,58,48,62,61,59,52,81,54,60,CDM,3,2,Right,"178cm / 5'10""",74kg / 163lb,"['CM', 'CB']",24,Italy,Serie BKT,Mantova,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/federico-artioli/73933,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/73933_en.webp
169493,12807,Frank Fielding,M,63,61,62,59,65,34,63,35,32,11,11,44,13,13,22,18,36,15,33,29,12,12,44,45,62,23,41,21,22,12,12,14,60,31,64,38,GK,3,1,Right,"180cm / 5'11""",76kg / 168lb,,37,England,EFL Championship,Stoke City,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/frank-fielding/169493,61,62,59,63,65,https://ratings-images-prod.pulse.ea.com/FC26/components/items/169493_en.webp
228875,12808,João Oliveira,M,63,74,58,59,65,33,55,76,73,58,61,58,54,50,55,60,55,49,64,57,54,66,67,65,45,66,56,23,42,44,27,29,55,67,53,43,LW,3,3,Right,"177cm / 5'10""",69kg / 152lb,"['RW', 'LM']",30,Switzerland,PKO BP Ekstraklasa,Arka Gdynia,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joao-oliveira/228875,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/228875_en.webp
229087,12809,Harvey Rodgers,M,63,66,39,51,53,61,74,65,67,47,37,46,38,25,46,51,50,27,55,52,40,51,56,56,62,53,58,63,62,62,60,59,73,81,74,64,CB,3,2,Right,"188cm / 6'2""",79kg / 174lb,"['RB', 'RM']",29,England,EFL League Two,Grimsby Town,"['Aerial Fortress', 'Intercept']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/harvey-rodgers/229087,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/229087_en.webp
241277,12810,Justin Steinkötter,M,63,83,62,51,60,27,61,84,83,63,64,66,56,56,58,50,50,38,60,40,48,57,72,72,62,58,58,20,61,30,21,17,75,68,58,57,ST,4,2,Right,"184cm / 6'0""",75kg / 165lb,,26,Germany,3. Liga,1860 München,['Rapid'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/justin-steinkotter/241277,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/241277_en.webp
242419,12811,Bilal Njie,M,63,87,58,51,65,27,56,88,86,61,61,63,50,53,51,54,53,37,53,47,45,64,86,82,56,62,50,21,50,23,27,25,69,64,57,42,LW,4,3,Right,"184cm / 6'0""",72kg / 159lb,"['ST', 'LM']",27,Somalia,Eliteserien,KFUM-Kameratene,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bilal-njie/242419,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/242419_en.webp
